ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Meaning,Sense_ID,Entry_ID,rc
Hungarian-376-gurtel-1,251,Hungarian,376-gurtel,gurtni,gurtni,ɡ u r t n i,,uesz,,,^ gurtni $,default,Gurt;   Gürtel,Gurtel-1,3165-gurtni,rtn not old
Hungarian-376-gurtel-2,253,Hungarian,376-gurtel,öv,öv,ø v,,uesz,,,^ öv $,default,  umgeben;  Streifen;  Gürtel;   Gürtel; Leibgurt;  Gürtel für andere Körperteile;   Taille;  Zone;  Zone;  Höhenzone 〈Geogr〉;   Erdgürtel;   Grabungsschicht;   gürten;   Gürgung;   Zone 〈um etw herum〉,Gurtel-3,6615-ov,^(y|ø|ɛ|i|ɛɥ)(ɣ)(ɣ|i|iɣ|y)?$
Hungarian-842-biegen-1,257,Hungarian,842-biegen,hajt¹,hajt,h ɒ j t,,uesz,,,^ hajt $,default, sich um etw. kümmern;   unterwerfen; biegen;  bogenförmig umbiegen;   ausleeren;   〈Weg〉 führen;   jemandem gewogen sein;   etw einreichnen;   falten;  zusammenfalten;   zuhören;   zuhören;  willfahren;  willfahren;  beachten;   wiederholen;   Deklination,biegen-1,3322-hajt,^(h|ks|u)(a|o|ɒ|i)(ɣt|ɣ|l)(ɣ|i)?$
Hungarian-171-beere-1,267,Hungarian,171-beere,bogyó,bogyó,b o ɟ oː,,uesz,,,^ bogyó $,default,Beere;   Knoten;   dürre Frucht;   unreifer Apfel,Beere-4,799-bogyo,^(b)(u|o|a|i|ɒ)(ld|d)(a|u|i|o)(ɣ|i)?$
Hungarian-171-beere-2,268,Hungarian,171-beere,szem,szem,s ɛ m,,uesz,,,^ szem $,default,  Ansicht;   unverschämt;   Beere;   Glied;  frech;  Rücksicht;   besehen;   Korn;   Blick;   Punkt;   Masche;   auslesen; Auge;  Beurteilung;   ein Körnchen 〈als Maß〉;   augenförmige Verzierung;  Werteinheit 〈auf Spielkarten;  Würfeln usw〉;   Körner hervorbringen;   Körner hervorbringen;   augenlos;  besichtigen;  sortieren;   großäugig;   mit jmdm äugeln;  kokettieren;   Auswahl,Beere-5,8663-szem,^(s)(ɛ|i|ø|y|a)(m)?(ɣ|i|iɣ|y)?$
Hungarian-635-zwischen-1,269,Hungarian,635-zwischen,közepett ∆,közepett,k ø z ɛ p ɛ tː,,uesz,,,^ közepett $,default, euch;   während;  unter 〈mit Akk〉;   in der Mitte; inmitten von;  unter 〈mit Dat〉;   zwischen;  in die Mitte von;  im Laufe ...;   in der Mitte von;   unter uns;  ihnen,zwischen-1,4867-kozepett,tː# not old
Hungarian-481-gro-1,273,Hungarian,481-gro,nagy,nagy,n ɒ ɟ,,uesz,,,^ nagy $,default,  großtun;  steigern;  Tat〉;   sehr;  Menge;   hochgradig; groß;   sehr groß;  Gewalt;   rasch;  eher;   erhöhen;   älter;  von großem Ausmaß;   Größe;  große Menge;   Euer Gnaden;   von großem Belang 〈Ding;  eine wichtige Rolle spielend;  hervorragend 〈Person〉;   gewaltig;  hochgestellt;   Hauptperson;  führende Persönlichkeit;   Reichtum;  Vorzüglichkeit;   Erwachsener;  älteres Kind;   erhöhtes Maß;   alss ehrender Titel;   hochspreisen;   ansteigen;  wachsen;   hochpreisen;   vergrößen;   vergrößern;  vergrößern;  vermehren;   hudeln;  zusammenhauen;   Großschätzen;  Großbefinden;   Großtun;   für groß halten;  übertreiben;   vielmehr;   größtens;   Groß;   im großen und ganzen,gro-4,6346-nagy,"#n, ɟ# not old"
Hungarian-481-gro-2,276,Hungarian,481-gro,tetemes,tetemes,t ɛ t ɛ m ɛ ʃ,,uesz,,,^ tetemes $,default, dick;  Sünde〉;  groß;   bedeutend;  sperrig;   wohlbeleibt; knochig;  grobbeinig;   beinern;  mit Bein geschmückt;   augenfällig 〈Lüge;  erheblich;   schwer schuldig,gro-7,9217-tetemes,^(t)(ɛ|i|ø|y)(t|lt|ɣ)(ɛ|i|ø)(m|i)(ɛ|i)(t͡ʃ)$
Hungarian-118-birke-1,280,Hungarian,118-birke,nyír²,nyír,ɲ iː r,,uesz,,,^ nyír $,default, Rute;   sumpfig;   Sumpf;   Sproß; Birkenwald;   Birkenwald;   Birke;  feuchtes Grasland;   unterer Teil des Schilfrohrstengels;  morastig,Birke-1,6507-nyir,^(n)(i|iː)(r|v|ɣ|t|w)(ɣ|i|iɣ|y)?$
Hungarian-148-vogel-1,281,Hungarian,148-vogel,madár,madár,m ɒ d aː r,,uesz,,,^ madár $,default,Vogel;   loser Vogel;   Spatz,Vogel-1,5761-madar,^(m)(a|o|ɒ|i)(d|ld)(a|aː|i)(r|v|ɣ)(ɣ)?$
Hungarian-854-beien-1,285,Hungarian,854-beien,harap¹,harap,h ɒ r ɒ p,,uesz,,,^ harap $,default,beißen;   öfters beißen ,beien-3,3399-harap,^(h|ks|u)(a|o|ɒ)(r|v|vr)(a|o)(p)(ɣ)?$
Hungarian-854-beien-2,286,Hungarian,854-beien,mar¹,mar,m ɒ r,,uesz,,,^ mar $,default, verletzen;  reißen;  reiben;   beißen; zerreißen;  auffressen;   zerkrümeln;   mit Schimpf und Verleumdungen bekämpfen;  mit jmdm in ewigem Zank liegen;   ätzen;   fräsen;   Raubvogel;   Fräse;   Fräser,beien-4,5932-mar,^(m)(a|o|ɒ|i)(r|v|ɣ|t|w)(ɣ|i|iɣ|y)?$
Hungarian-520-bitter-1,287,Hungarian,520-bitter,keserű,keserű,k ɛ ʃ ɛ r yː,,uesz,,,^ keserű $,default, peinlich;  Bitternis; bitter;   bitter;   qualvoll;   lästig;   erbittert;  enttäuscht;   Betrübnis;   Magenbitter 〈Getränk〉,bitter-1,4618-keseru,^(k)(ɛ|i|ø|y)(ʃ|t͡ʃ)(ɛ|i)(r|v)(i|ɛ)(ɣ)?$
Hungarian-520-bitter-2,289,Hungarian,520-bitter,keserves,keserves,k ɛ ʃ ɛ r v ɛ ʃ,,uesz,,,^ keserves $,default,  wertlos;  geringwertig;   kläglich;   bitter; traurig;  erbittert 〈Person〉;   schmerzlich;  sauer;  bitterlich;   sauer erworben;   〈als Schimpfw in mildem Fluch〉;   Klageweib;   trauriges Musikstück,bitter-3,4619-keserves,^(k)(ɛ|i|ø)(ʃ|t͡ʃ)(ɛ|i)(rɣ|rv)(ɛ|i)(t͡ʃ|ɣ)(ɣ)?$
Hungarian-524-schwarz-1,291,Hungarian,524-schwarz,fekete,fekete,f ɛ k ɛ t ɛ,,uesz,,,^ fekete $,default,schwarz;  dunkel;   das Schwarze;  der schwarze Teil irgendeiner Sache 〈des Auges;  unter den Nägeln usw〉;   Neger;   schwarzes Kleid;   Mokka;   Rappe;   Mokka trinken;   Schwarzhandel treiben;   verbotenerweise,schwarz-1,2454-fekete,#f not old
Hungarian-387-decke-1,303,Hungarian,387-decke,pokróc,pokróc,p o k r oː t͡s,,uesz,,,^ pokróc $,default, Decke;   grober Mensch,Decke-10,7317-pokroc,"#p, kr not old"
Hungarian-535-blind-1,309,Hungarian,535-blind,vak,vak,v ɒ k,,uesz,,,^ vak $,default,  blind;   dunkel; Blinde;   die den niedrigsten Wert zeigende Seite eines Spielwürfels;   ungewiß,blind-2,9702-vak,^(v)(a|o|ɒ|i)(k|jk|l|ɣ)?(ɣ|i|iɣ|y)?$
Hungarian-41-blut-1,313,Hungarian,41-blut,vér,vér,v eː r,,uesz,,,^ vér $,default,  Rot-; Blut;   sanguinisch;  Blutsverwandte;   Abstammung;   Dysenterie;   Blutwurst;   Speise aus tierischem Blut;   mit Blut bereitet 〈Speise〉,Blut-3,9825-ver,^(v)(ɛ|i|eː|ø|e)(r|v|ɣ|t|w)(ɣ|i|iɣ|y)?$
Hungarian-728-blasen-1,316,Hungarian,728-blasen,fúj,fúj,f uː j,,uesz,,,^ fúj $,default, singen;   wiederholt sagen;  schnauben;   vor Wut schnauben; blasen;  blasen;   blasen;   wehen 〈Wind〉;   〈ein Instrument bzw auf einem Instrument〉 blasen;   durch bewegte Luft bearbeiten;   schnaufen;  fauchen;   sich schneuzen;  immer  sagen;  fließend;  ununterbrochen sagen;  jmdn auf dem Zug haben;   Gebläse;   Gebläse;  Schlauch;   wind;  fújván;  fújás közben,blasen-1,2788-fuj,#f not old
Hungarian-728-blasen-2,319,Hungarian,728-blasen,ihel ×,ihel,i h ɛ l,,uesz,,,^ ihel $,default,  Inspiration;   blasen;  hauchen; einflüstern;  inspirieren;  atmen,blasen-4,3822-ihel,h not old
Hungarian-528-blau-1,320,Hungarian,528-blau,kék,kék,k eː k,,uesz,,,^ kék $,default,  Wunde;  Ochse〉; blau;   grün;   grau 〈Pferd;   blauer Lattich;   Waschblau,blau-1,4680-kek,^(k)(ɛ|i|eː|ø|e)(k|jk|l|ɣ)?(ɣ|i|iɣ|y)?$
Hungarian-499-stumpf-1,321,Hungarian,499-stumpf,buta,buta,b u t ɒ,,uesz,,,^ buta $,default,  dumm;   derb; abwärts gebogen;   stumpf;   stumpf;   schwer;  dicht;   blind;  unberechenbar;   Dummerl,stumpf-1,1026-buta,^(b)(u|ɯ|r)(t|lt|ɣ)(a|u|ai)?(ɣ|i)?$
Hungarian-499-stumpf-2,325,Hungarian,499-stumpf,tompa,tompa,t o m p ɒ,,uesz,,,^ tompa $,default,  stumpfsinnig;   stumpf;  matt;   gleichgültig; dumpf;  klanglos 〈Stimme〉;   stumpf 〈nicht scharf;  nicht gespitzt〉;   dumpf 〈Schmerz〉,stumpf-5,9306-tompa,mp not old
Hungarian-300-brett-1,328,Hungarian,300-brett,deszka,deszka,d ɛ s k ɒ,,uesz,,,^ deszka $,default,Brett,Brett-1,1793-deszka,sk not old
Hungarian-300-brett-2,329,Hungarian,300-brett,palánk,palánk,p ɒ l aː n k,,uesz,,,^ palánk $,default, Bretterzaun;   Brett; Palisaden;   Festung mit Palisaden;   Schiffsplanke,Brett-2,6792-palank,"#p, nk# not old"
Hungarian-991-prahlen-1,332,Hungarian,991-prahlen,henceg,henceg,h ɛ n t͡s ɛ ɡ,,uesz,,,^ henceg $,default,prahlen;   mutwillig;  ausgelassen herumspringen,prahlen-3,3494-henceg,nt͡s not old
Hungarian-991-prahlen-2,333,Hungarian,991-prahlen,hetvenkedik,hetvenkedik,h ɛ t v ɛ n k ɛ d i k,,uesz,,,^ hetvenkedik $,default,anfeinden;   prahlen;  herumspringen;  beschimpfen;   sich brüsten;   sich herumwerfen,prahlen-4,3546-hetvenkedik,"tv, nk not old"
Hungarian-287-boot-1,338,Hungarian,287-boot,csónak,csónak,t͡ʃ oː n ɒ k,,uesz,,,^ csónak $,default, Kahn; Boot;   Weberschiffchen;   das unterste Blütenblatt der Schmetterlingsblüte;   Elbkahn 〈Schuh〉,Kahn-2,1590-csonak,^(t͡ʃ)(a|i|u|uː)(n)(a|o|ɒ)(k|jk)?(ɣ|i)?$
Hungarian-287-boot-2,339,Hungarian,287-boot,hajó,hajó,h ɒ j oː,,uesz,,,^ hajó $,default,  Luftschiff;   Kahn; Schiff;   Schiff 〈in der Kirche〉;  hajózható;  hajóval kapcsolatos;  arra vonatkozó,Kahn-3,3319-hajo,^(h|ks|u)(a|o|ɒ|i)(j|ɣ)(a|u|i)(ɣ)?$
Hungarian-704-sieden-1,348,Hungarian,704-sieden,forr,forr,f o rː,,uesz,,,^ forr $,default, wallen;   gären; entspringen;   Quelle;  hervorquellen;   sieden;   wimmeln;  sich drängen;   in Gärung sein 〈abstr〉;   vernarben;  verwachsen;   einem 〈in der Kehle〉 steckenbleiben 〈heute nur absrt〉,sieden-1,2696-forr,"#f, rː# not old"
Hungarian-704-sieden-2,349,Hungarian,704-sieden,fő¹,fő,f øː,,uesz,,,^ fő $,default, Gekoch;  sieden; gekocht od gar werden 〈Lebensmittel;  etw Festes〉;  kochen 〈Flüssigkeit〉;   der Kopf brummt einem;  Sorgen haben;   Kochen;   Gekocht;   Gekochtes;  Kochgut,sieden-2,2715-fo,#f not old
Hungarian-760-eilen-1,358,Hungarian,760-eilen,siet,siet,ʃ i ɛ t,,uesz,,,^ siet $,default,eilen;   eilen;   streben;   bald;  Schnelle;  Schnelle;   sich eilen;   Eile haben;  keine Bleibe haben;  bereit sein;   vorgehen 〈Uhr〉;   Eile;   Eile,eilen-6,8080-siet,iɛ not old
Hungarian-760-eilen-2,362,Hungarian,760-eilen,trappol,trappol,t r ɒ pː o l,,uesz,,,^ trappol $,default, laufen;  eilen; traben,eilen-10,9441-trappol,"#tr, pː not old"
Hungarian-44-knochen-1,363,Hungarian,44-knochen,csont,csont,t͡ʃ o n t,,uesz,,,^ csont $,default,  Mensch; Knochen;  Bein;  Kerl 〈scherzhaft〉,Knochen-1,1592-csont,nt# not old
Hungarian-379-stiefel-1,366,Hungarian,379-stiefel,bagaria,bagaria,b ɒ ɡ ɒ r i ɒ,,uesz,,,^ bagaria $,default,Juchten;   Riemen;   Stiefel;   unverschämt;  schamlos,Stiefel-1,468-bagaria,iɒ# not old
Hungarian-434-grenze-1,368,Hungarian,434-grenze,gránic ×,gránic,ɡ r aː n i t͡s,,uesz,,,^ gránic $,default,Grenze;  Grenzgebiet,Grenze-2,3119-granic,#ɡr not old
Hungarian-434-grenze-2,369,Hungarian,434-grenze,határ,határ,h ɒ t aː r,,uesz,,,^ határ $,default,  Haufen; Grenze;  Grenze;   beschließen;   definieren;  Beschluß;   begrenzen;   zählen;  Landesgrenze;   gesetzte Bestimmung;   Gemarkung;   bestimmen;  gelten;  határos;   Horizont;   Horizont;   Adjektiv;   Adverb;  határ nélküli;   Entschluß;   Bescheid;   grenzenlos 〈auch abstr〉,Grenze-3,3442-hatar,^(h|ks|u)(a|o|ɒ)(t|lt)(a|aː)(r|v)(ɣ)?$
Hungarian-418-chef-1,374,Hungarian,418-chef,főnök,főnök,f øː n ø k,,uesz,,,^ főnök $,default,Führer;  Häuptling;   Chef;  Leiter,Chef-1,2735-fonok,#f not old
Hungarian-940-belastigen-1,387,Hungarian,940-belastigen,nyaggat,nyaggat,ɲ ɒ ɡː ɒ t,,uesz,,,^ nyaggat $,default,  belästigen; plagen;  martern;  drängen;   〈Mitzuteilendes〉 bis zur Langeweile wiederholen;  〈ein Musikstück〉 kunstlos spielen,belastigen-11,6459-nyaggat,ɡː not old
Hungarian-940-belastigen-2,393,Hungarian,940-belastigen,zaklat,zaklat,z ɒ k l ɒ t,,uesz,,,^ zaklat $,default,belästigen,belastigen-17,10024-zaklat,^(s)(a|o|ɒ|i)(kl)(a|o|ɒ|i)(t|r)(ɣ|i|iɣ)?$
Hungarian-439-bogenwaffe-1,394,Hungarian,439-bogenwaffe,bolt²,bolt,b o l t,,uesz,,,^ bolt $,default,  Bogen; Gewölbe;   Laden;  Geschäft;   Räumlichkeit mit gewölbter Decke;  Kammer;  Keller;  Regenbogen;   gewölbt;   Kaufmann,Bogen-2,833-bolt,^(b)(u|o|a|i|ɒ)(lt)(ɣ|i|iɣ|y)?$
Hungarian-316-kiste-1,397,Hungarian,316-kiste,láda,láda,l aː d ɒ,,uesz,,,^ láda $,default,Kiste;   Kiste;   Truhe;  Behälter eines Fahrzeuges od der Wagenkasten selbst,Kiste-3,5414-lada,^(v)(a|aː|i|m)(d|ld)(a|u|ai)?(ɣ|i|iɣ)?$
Hungarian-316-kiste-2,400,Hungarian,316-kiste,szekrény,szekrény,s ɛ k r eː ɲ,,uesz,,,^ szekrény $,default,  Schrank;  Schrein;   Sarg; Lade;   Kasten;   Kasten als Teil des Wagens;   Patronenkammer 〈beim Gewehr〉;   Leierkasten,Kasten-1,8644-szekreny,kr not old
Hungarian-196-junge-1,405,Hungarian,196-junge,fiú,fiú,f i uː,,uesz,,,^ fiú $,default, Fach;  Zelle;   Knabe;   Geringfügigkeit;  Bursche;   das Junge eines Tieres; Sohn;   Nachkomme;   aus einer Gegend;  Stadt usw gebürtige Person;   〈als Anrede unabhängig vom Geschlecht des Angeredeten〉;   Schublade;   Söhnchen;   brüten;   präfizieren;  fiadzik,Knabe-5,2604-fiu,"#f, iuː# not old"
Hungarian-196-junge-2,411,Hungarian,196-junge,kölyök,kölyök,k ø j ø k,,uesz,,,^ kölyök $,default,Junge;  Welpe;   Bengel;  Grünschnabel,Junge-3,5219-kolyok,^(k)(y|ɛ|ø|i)(j|ɣ)(y|ɛ|ø)(k|jk)?(ɣ)?$
Hungarian-45-gehirn-1,414,Hungarian,45-gehirn,agy,agy,ɒ ɟ,,uesz,,,^ agy $,default,Schädel; Schädel;  Kopf;  Kopf;   Nabe;   Nabe;   Gewehrkolben;   Gewehrkolben;   Halfter;   Halfter;   Gehirn;   Gehirn;  Vernunft;  Vernunft;   verprügeln;   verprügeln;   ausklügeln;   ausklügeln;  ersinnen;  ersinnen,Gehirn-1,107-agy,ɟ# not old
Hungarian-115-ast-1,418,Hungarian,115-ast,ág,ág,aː ɡ,,uesz,,,^ ág $,default,Flußarm;   Ast;   Sippe;  Parentel;   herausragender Teil von etw;  Arm;   Teil einer Begriffsklasse;   abzweigen ,Ast-1,56-ag,^(a|aː|o)(ɡ|k|nd)(ɣ|i|iɣ|y)?$
Hungarian-930-sichschlagen-1,421,Hungarian,930-sichschlagen,vív,vív,v iː v,,uesz,,,^ vív $,default, zanken;   Kampf;   lärmen;   grübeln;  Unruhe〉;  Leid; kämpfen;   kämpfen;   Fechter;   entartet;   Belagerung;  belagern;   seelisch kämpfen;   fechten;   peinigen 〈Sorge;   sich prügeln;   Fechten;   kampflos;  zwistig,sichprugeln-1,9967-viv,^(v)(i|iː)(ɣ)(ɣ|i|iɣ|y)?$
Hungarian-353-brot-1,422,Hungarian,353-brot,kenyér,kenyér,k ɛ ɲ eː r,,uesz,,,^ kenyér $,default,  Fach;   Kumpan;   bestechen; Brot;   zum Lebensunterhalt nötige Nahrung;  die zum Unterhalt erforderlichen Mittel;  Gewohnheit 〈in Redewendungen wie: das ist nicht mein Fach;  das ist nicht meine Gewohnheit〉;   Brot essen,Brot-1,4731-kenyer,^(k)(ɛ|i|ø|y)(n|r|ɲ)(ɛ|i|eː)(r|v)(ɣ)?$
Hungarian-894-zerbrechen-1,425,Hungarian,894-zerbrechen,roncsol,roncsol,r o n t͡ʃ o l,,uesz,,,^ roncsol $,default,reißen;   quälen;  stopfen;   zerfressen;   pressen;  zerknittern;  zerfleischen;  bröckeln;  zerquetschen;   zerbrechen;  krümeln;  zerrütten,zerbrechen-2,7915-roncsol,"#r, nt͡ʃ not old"
Hungarian-859-brechen-1,427,Hungarian,859-brechen,romlik,romlik,r o m l i k,,uesz,,,^ romlik $,default,  zugrunde gehen;   erkranken;  -sinken;  sinken;   faulen;  einstürzen;  verschleißen;  dahinschwinden;   abmagern; verfallen;  zusammenbrechen;  modern;  vergehen;  sich abnützen;  verkommen;   Untergang;   sittlich verderben 〈intrans〉;  niedergehen 〈in bezug auf Ansehen;  Macht usw〉;   brechen;  bröckeln 〈intrans〉;   ungünstiger werden;  sich verschlechtern;   an Wert einbüßen;  den Wert verlieren;   sich mühsam herein-;  hinein- bzw heraus-;  hinausschleppen;  Verderben,brechen-1,7910-romlik,#r not old
Hungarian-707-reien-1,436,Hungarian,707-reien,tép,tép,t eː p,,uesz,,,^ tép $,default, zugrunde richten;  zausen;  reißen;   rupfen;   zupfen;   plagen;  martern; raufen;   abschneiden;  pflücken;   besiegen;   in Stücke reißen,reien-7,9169-tep,^(t)(ɛ|i|eː|ø|e)(p)(ɣ|i|iɣ|y)?$
Hungarian-23-busen-1,440,Hungarian,23-busen,csecs,csecs,t͡ʃ ɛ t͡ʃ,,uesz,,,^ csecs $,default,  Euter; weibliche Brust;  Zitze;   Schnabel;  Warze eines Kruges;   eine Frau betasten,weiblicheBrust-4,1400-csecs,^(t͡ʃ)(ɛ|i|ø|y|a)(t͡ʃ|lt͡ʃ|ɣt͡ʃ|ɣ)(ɣ|i|iɣ|y)?$
Hungarian-23-busen-2,442,Hungarian,23-busen,mell,mell,m ɛ lː,,uesz,,,^ mell $,default,  weibliche Brust;   reißen;   Vorderteil;   Herz;   Brustharnisch;  zerfleischen; Brust,weiblicheBrust-6,5997-mell,lː# not old
Hungarian-735-atmen-1,453,Hungarian,735-atmen,ihel ×,ihel,i h ɛ l,,uesz,,,^ ihel $,default,  Inspiration;   blasen;  hauchen; einflüstern;  inspirieren;  atmen,atmen-1,3822-ihel,h not old
Hungarian-735-atmen-2,454,Hungarian,735-atmen,lélegzik,lélegzik,l eː l ɛ ɡ z i k,,uesz,,,^ lélegzik $,default,  sich befinden; atmen,atmen-2,5552-lelegzik,ɡz not old
Hungarian-323-besen-1,463,Hungarian,323-besen,seper,seper,ʃ ɛ p ɛ r,,uesz,,,^ seper $,default,  prügeln;  hauen;   Person;   hin-;  fort-;  kehren; fegen;  mit- od an sich reißen;  wegfegen;   den Boden streifen 〈Kleid beim Gehen〉;   Besen;  die aufkehrt,Besen-1,8048-seper,^(ʃ|t͡ʃ|s)(ɛ|i|ø)(p)(ɛ|i|ø)(r|v)(ɣ)?$
Hungarian-206-bruder-1,466,Hungarian,206-bruder,fivér,fivér,f i v eː r,,uesz,,,^ fivér $,default,Bruder,Bruder-3,2605-fiver,#f not old
Hungarian-340-eimer-1,468,Hungarian,340-eimer,kanna,kanna,k ɒ nː ɒ,,uesz,,,^ kanna $,default,Kanne;   Art Hohlmaßeinheit;   Eimer,Eimer-1,4361-kanna,nː not old
Hungarian-340-eimer-2,470,Hungarian,340-eimer,vödör,vödör,v ø d ø r,,uesz,,,^ vödör $,default,Eimer;  Kübel;   Eimer 〈Hohlmaß;  haupts für Wein〉,Eimer-3,9996-vodor,^(v)(y|ɛ|ø|i)(d|ld)(y|ɛ|ø)(r|v|ɣ)(ɣ)?$
Hungarian-753-sichruhren-1,471,Hungarian,753-sichruhren,moccan,moccan,m o t͡sː ɒ n,,uesz,,,^ moccan $,default,murren;  aufbegehren;   sich rühren,sichruhren-1,6175-moccan,t͡sː not old
Hungarian-836-bauen-1,475,Hungarian,836-bauen,épít,épít,eː p iː t,,uesz,,,^ épít $,default,  schmücken; bauen;  bauen lassen;   stärken;  erbauen 〈abstr〉;  belehren;   anbauen;  pflanzen;   auf etw gründen,bauen-2,2210-epit,^(ɛ)(p)(i|iː)(t|r)(ɣ|i|iɣ|y)?$
Hungarian-135-bulle-1,481,Hungarian,135-bulle,bika,bika,b i k ɒ,,uesz,,,^ bika $,default,Stier;   großer;  starker Mann;   männliches Tier;   geschlechtlich kräftiger Mann;  Buhler;   Hebebock;   Rammbock;   Dampfmaschine,Stier-1,721-bika,^(b)(i|y|a|ɛ|ɯ)(k)(a|u|ai)?(ɣ|i|iɣ|y)?$
Hungarian-338-bundel-1,485,Hungarian,338-bundel,batyu,batyu,b ɒ c u,,uesz,,,^ batyu $,default,Bündel,Bundel-2,606-batyu,c not old
Hungarian-338-bundel-2,495,Hungarian,338-bundel,göngyöleg,göngyöleg,ɡ ø n ɟ ø l ɛ ɡ,,uesz,,,^ göngyöleg $,default, Bündel; Ballen;   Verpackung,Bundel-12,3088-gongyoleg,^(ɡ|k)(y|ɛ|ø)(nɟ|nt͡ʃ)(y|ɛ)(l|rl)(ɛ|i)(ɡ|k)$
Hungarian-897-verbrennen-1,507,Hungarian,897-verbrennen,pörköl,pörköl,p ø r k ø l,,uesz,,,^ pörköl $,default,  rügen;  Sonne〉;   sengen;   dörren; trocken rösten;   bräunen;  braten;   anschließen 〈zum Erschrecken〉;    ansengen;  verbrennen;  mit Bügeleisen versengen;   röten 〈Feuer;   Erz rösten,verbrennen-1,7421-porkol,#p not old
Hungarian-697-brennen-1,508,Hungarian,697-brennen,ég¹,ég,eː ɡ,,uesz,,,^ ég $,default,  sich sehnen;  Sehnsucht;   zugrunde gehen;   sehr;   reizen; brennen;   Brandwunden erleiden;   innerlich entflammt sein;  brennen vor etw 〈Gefühl;  Ehrgeiz usw〉;   brennen lassen;   ein Haut-;  Sodbrennen usw empfinden;   zuschanden werden;  erfolglos sein;  plagen;   Leidenschaft;   Plage;  Bedrängnis,brennen-1,2037-eg,^(ɛ)(ɡ|k|nd)(ɣ|i|iɣ|y)?$
Hungarian-423-geschaft-1,513,Hungarian,423-geschaft,bolt²,bolt,b o l t,,uesz,,,^ bolt $,default,  Bogen; Gewölbe;   Laden;  Geschäft;   Räumlichkeit mit gewölbter Decke;  Kammer;  Keller;  Regenbogen;   gewölbt;   Kaufmann,Geschaft-1,833-bolt,^(b)(u|o|a|i|ɒ)(lt)(ɣ|i|iɣ|y)?$
Hungarian-423-geschaft-2,519,Hungarian,423-geschaft,üzlet,üzlet,y z l ɛ t,,uesz,,,^ üzlet $,default,  Bordell;  Kaufladen;   Ausübung;   Betrieb; Handel;   Abwicklung eines Geschäfts;   Manipulationen,Betrieb-3,9670-uzlet,zl not old
Hungarian-356-butter-1,521,Hungarian,356-butter,vaj¹,vaj,v ɒ j,,uesz,,,^ vaj $,default,  Butter; Fett;  Fettstoff,Butter-2,9692-vaj,^(v)(a|o|ɒ|i)(j|ɣ)(ɣ|i|iɣ|y)?$
Hungarian-170-schmetterling-1,524,Hungarian,170-schmetterling,lepke,lepke,l ɛ p k ɛ,,uesz,,,^ lepke $,default,Käfer;  Prostituierte;   Schmetterling;   leichtsinnige;  flatterhafte Person,Schmetterling-3,5586-lepke,pk not old
Hungarian-170-schmetterling-2,527,Hungarian,170-schmetterling,pillangó,pillangó,p i lː ɒ n ɡ oː,,uesz,,,^ pillangó $,default,Flitter;   Augenlid;   Kahm;   leichtsinnig;  Prostituierte;   Schmetterling;   leichtsinnige;  flatterhafte Person;   Fischschuppe;   Zierat auf einer Lederware;   Blütenblatt;   Rispe des Rohrs;   Schmetterlingsschwimmen;   blizelnd;  ab und zu hinblickend;   gläzend;   zitternd;   kurze Zeit dauernd;   herumflatternd,Schmetterling-6,7168-pillango,"#p, lː not old"
Hungarian-1011-kaufen-1,531,Hungarian,1011-kaufen,vesz,vesz,v ɛ s,,uesz,,,^ vesz $,default, gewinnen;  Getränk〉;   erwerben;  eindringen;  betrügen;   Einkommen;   sich einnisten;  nehmen;  Empfang;  Empfang;  führen;  erwägen;  Einnahme;    erscheinen;   entfernen;   anziehen;  bejahen;    bringen;   anerkennen;   Ausnahme;   Ausnahme; zu sich nehmen 〈Speise;  hinnehmen;   erhalten;   kaufen;   auf sich nehmen 〈Auftrag;  Verantwortung usw〉;   jmdn zu sich nehmen;   anfassen;  hochheben;  in Besitz nehmen;  erobern;   begreifen;  an etw teilhaben;    auffassen;  wegmachen;  sich etw umnehmen;  für Wahrheit halten;   umgeben 〈auch abstr〉;   zu etw bewegen;  sich ausnehmen;   Annahme;   Annahme;   gekündigter Betrag;   Aufnahme;   Begreifen;   Subtraktion;   Besonderes;   Käufer,kaufen-2,9850-vesz,^(v)(ɛ|i|ø|y|a)(s|ʃ|z)?(ɣ|i|iɣ|y)?$
Hungarian-1005-rechnen-1,532,Hungarian,1005-rechnen,szokotál ×,szokotál,s o k o t aː l,,uesz,,,^ szokotál $,default,  verschaffen;  zählen;   erwägen;  -setzen;  zusammenstellen;   auf etw rechnen; rechnen;  ins Auge fassen;   sich mit jmdm krachen,rechnen-1,8843-szokotal,^(s)(u|o|a)(k)(u|o|a)(t|lt)(a|aː)(l|ɣ)(ɣ)?$
Hungarian-990-rufen-1,533,Hungarian,990-rufen,hív¹,hív,h iː v,,uesz,,,^ hív $,default,rufen;  anreden;   nennen;   aufrufen;  auffordern;  zu etw berufen;   unwiderruflich;   Rufen;   Beruf;   sich einladen lassen;   sich auf etw berufen;   berufsmäßig;  Berufs-,rufen-1,3610-hiv,^(h|ks|u)(i|iː)(ɣ)(ɣ|i|iɣ|y)?$
